invoice_amount,days_until_due,previous_avg_delay,previous_late_payments,customer_invoice_count,customer_tenure_months,is_disputed,delay_days,source,is_delayed,risk_category
47592.35,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
42526.79,15,-0.5316582914572864,224,995,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
34428.17,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
1897.5,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
106001.82,15,-0.32979591836734695,420,1225,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
41515.64,15,0.9772727272727273,500,1144,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
1430.4,45,1.1578947368421053,10,19,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
22149.7,15,-2.3662456946039034,500,9581,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
4614.62,15,2.319623971797885,500,851,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
6411.97,15,-2.3662456946039034,500,9581,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
11760.79,15,-5.846153846153846,3,39,24.0,0,-12.0,B2B_Invoices_DS1,0,LOW
18989.0,15,2.8536585365853657,31,82,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
73985.22,15,0.96,10,25,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
121625.21,15,0.8448275862068966,27,58,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
63912.46,10,9.598152424942263,433,433,24.0,0,7.0,B2B_Invoices_DS1,1,MEDIUM
100.0,15,1.3306451612903225,500,1612,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
80586.63,15,0.2,2,15,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
1235.26,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
44117.49,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
67990.97,15,-2.3662456946039034,500,9581,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
798.25,15,-0.17582417582417584,29,91,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
97386.61,15,2.319623971797885,500,851,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
13266.97,15,-2.3662456946039034,500,9581,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
153374.78,15,0.5555555555555556,35,99,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
72974.21,15,1.49009900990099,259,404,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
8041.59,15,-0.5316582914572864,224,995,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
1328.25,15,-2.3662456946039034,500,9581,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
91687.38,45,0.9772727272727273,500,1144,24.0,0,-9.0,B2B_Invoices_DS1,0,LOW
119903.16,15,0.5670103092783505,28,97,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
41553.68,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
1062.1,15,1.3306451612903225,500,1612,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
4109.28,1,42.17158671586716,500,542,24.0,0,47.0,B2B_Invoices_DS1,1,CRITICAL
18785.8,15,1.396341463414634,67,164,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
69581.57,15,-2.3662456946039034,500,9581,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
3436.65,65,-0.5316582914572864,224,995,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
2310.21,20,2.1862745098039214,87,102,24.0,0,5.0,B2B_Invoices_DS1,1,LOW
109160.21,15,-8.375,1,8,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
678.27,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
4242.44,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
82476.47,15,1.7009472259810554,473,739,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
116993.72,15,-2.483271375464684,98,269,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
32661.01,15,-1.4545454545454546,4,11,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
92345.03,15,2.319623971797885,500,851,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
173.04,23,-4.352760736196319,63,326,24.0,0,-7.0,B2B_Invoices_DS1,0,LOW
28128.74,15,0.4744744744744745,151,333,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
2999.22,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
57462.84,45,25.147058823529413,33,34,24.0,0,8.0,B2B_Invoices_DS1,1,MEDIUM
28775.11,15,-2.3662456946039034,500,9581,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
61523.06,15,0.21739130434782608,4,23,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
7664.14,15,-2.3662456946039034,500,9581,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
2328.77,15,0.9435483870967742,104,248,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
20557.14,15,-0.5316582914572864,224,995,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
943.12,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
59141.1,15,1.49009900990099,259,404,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
11688.0,15,0.39285714285714285,7,28,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
81455.76,30,-7.571428571428571,1,7,24.0,0,-10.0,B2B_Invoices_DS1,0,LOW
13658.21,15,-2.3662456946039034,500,9581,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
4698.46,15,-1.9603729603729603,195,429,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
2918.92,15,1.7009472259810554,473,739,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
1892.5,20,0.5423076923076923,33,260,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
36925.7,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
77155.63,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
12109.36,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
380.48,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
4165.05,10,6.204225352112676,278,284,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
486.05,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
2646.37,15,1.7009472259810554,473,739,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
3242.76,10,-4.476439790575916,36,191,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
1399.86,15,1.7009472259810554,473,739,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
125511.74,10,5.8652173913043475,227,230,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
69319.21,15,0.45161290322580644,43,124,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
100.0,15,1.3306451612903225,500,1612,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
3152.24,15,2.1862745098039214,87,102,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
66519.35,10,9.598152424942263,433,433,24.0,0,7.0,B2B_Invoices_DS1,1,MEDIUM
15263.76,15,5.126126126126126,109,111,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
73261.78,60,10.777777777777779,25,27,24.0,0,7.0,B2B_Invoices_DS1,1,MEDIUM
21179.44,15,-0.5316582914572864,224,995,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
17973.34,45,33.96774193548387,26,31,24.0,0,95.0,B2B_Invoices_DS1,1,CRITICAL
64292.72,15,3.4347826086956523,65,115,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
51929.04,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
10387.6,1,42.17158671586716,500,542,24.0,0,53.0,B2B_Invoices_DS1,1,CRITICAL
118943.26,15,1.6444444444444444,17,45,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
12174.6,15,3.0,2,2,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
80130.85,15,-0.7714285714285715,13,35,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
42440.06,15,-2.483271375464684,98,269,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
75356.51,15,0.8676470588235294,23,68,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
42088.86,15,0.9642857142857143,226,560,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
66914.9,30,8.315068493150685,62,73,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
78285.1,10,5.8652173913043475,227,230,24.0,0,9.0,B2B_Invoices_DS1,1,MEDIUM
16360.32,15,-2.0090909090909093,58,220,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
36010.38,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
49590.99,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
231.31,15,1.3306451612903225,500,1612,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
16272.11,32,-6.369784172661871,74,695,24.0,0,-11.0,B2B_Invoices_DS1,0,LOW
74242.83,15,1.2457627118644068,79,118,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
18178.04,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
1457.54,20,0.5423076923076923,33,260,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
15150.73,15,1.5,1,2,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
58380.0,30,-7.7,0,10,24.0,0,-15.0,B2B_Invoices_DS1,0,LOW
319.99,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
23386.08,15,0.1134020618556701,39,97,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
6380.0,10,1.8333333333333333,3,6,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
671.04,15,-2.3662456946039034,500,9581,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
89914.97,15,0.3392857142857143,22,56,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
44084.27,15,2.823529411764706,28,34,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
4647.0,10,7.585714285714285,69,70,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
3798.09,10,9.598152424942263,433,433,24.0,0,8.0,B2B_Invoices_DS1,1,MEDIUM
9606.21,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
100.0,65,-1.9603729603729603,195,429,24.0,0,-15.0,B2B_Invoices_DS1,0,LOW
25644.16,15,1.465648854961832,90,131,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
4695.88,15,0.4744744744744745,151,333,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
170.88,15,1.3306451612903225,500,1612,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
39096.94,15,0.9142857142857143,34,70,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
36075.69,15,0.4744744744744745,151,333,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
67068.71,10,1.3590361445783132,209,415,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
3748.84,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
51904.47,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
109839.77,15,0.44565217391304346,22,92,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
5226.67,30,-0.4,3,10,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
155924.87,10,1.3590361445783132,209,415,24.0,0,5.0,B2B_Invoices_DS1,1,LOW
59006.64,15,1.73,73,100,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
59442.86,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
1952.22,15,-1.9603729603729603,195,429,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
4195.79,15,-0.5316582914572864,224,995,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
16416.83,15,-0.32979591836734695,420,1225,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
5472.0,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
254.75,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
425.84,15,1.3306451612903225,500,1612,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
696.91,15,-2.3662456946039034,500,9581,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
5328.2,23,-4.352760736196319,63,326,24.0,0,-8.0,B2B_Invoices_DS1,0,LOW
15131.75,15,1.9620253164556962,46,158,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
22080.1,15,-2.3662456946039034,500,9581,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
977.18,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
13998.25,10,6.204225352112676,278,284,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
42786.23,15,3.0,1,3,24.0,0,9.0,B2B_Invoices_DS1,1,MEDIUM
39102.44,1,42.17158671586716,500,542,24.0,0,28.0,B2B_Invoices_DS1,1,HIGH
471.56,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
2680.5,15,1.8759124087591241,113,137,24.0,0,50.0,B2B_Invoices_DS1,1,CRITICAL
16413.72,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
11760.0,15,-8.64102564102564,0,39,24.0,0,-6.0,B2B_Invoices_DS1,0,LOW
3369.78,15,-6.369784172661871,74,695,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
8122.8,15,-2.0090909090909093,58,220,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
60052.11,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
1988.4,15,-2.3662456946039034,500,9581,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
23547.07,32,2.1862745098039214,87,102,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
3723.08,23,-4.347972972972973,50,296,24.0,0,-6.0,B2B_Invoices_DS1,0,LOW
3163.04,45,1.1578947368421053,10,19,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
6532.6,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
15044.1,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
33509.34,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
354.0,23,-4.419354838709677,68,372,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
9630.62,20,0.5161290322580645,102,124,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
1027.66,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
27667.4,15,-0.32979591836734695,420,1225,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
99131.24,20,-6.369784172661871,74,695,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
25068.02,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
67321.54,32,-6.369784172661871,74,695,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
10579.75,60,19.375,13,16,24.0,0,45.0,B2B_Invoices_DS1,1,CRITICAL
5481.0,15,2.8536585365853657,31,82,24.0,0,90.0,B2B_Invoices_DS1,1,CRITICAL
22990.03,15,-3.5273972602739727,7,146,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
7453.11,15,0.3434343434343434,28,99,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
22122.4,15,-0.32979591836734695,420,1225,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
37310.03,15,-0.32979591836734695,420,1225,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
465.12,10,7.585714285714285,69,70,24.0,0,9.0,B2B_Invoices_DS1,1,MEDIUM
18178.09,15,-2.3662456946039034,500,9581,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
48353.72,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
5859.69,15,2.1862745098039214,87,102,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
376.63,15,0.21875,24,128,24.0,0,5.0,B2B_Invoices_DS1,1,LOW
17301.12,15,-4.989510489510489,57,286,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
225801.75,10,1.5263157894736843,24,57,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
5140.8,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
1670.85,15,-0.32979591836734695,420,1225,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
5908.82,15,1.4334975369458127,137,203,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
21893.41,15,0.0,2,13,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
14039.16,15,0.1134020618556701,39,97,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
66805.6,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
100.0,10,120.0,1,1,24.0,0,120.0,B2B_Invoices_DS1,1,CRITICAL
2189.81,15,-2.3662456946039034,500,9581,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
141.84,23,-4.347972972972973,50,296,24.0,0,-9.0,B2B_Invoices_DS1,0,LOW
346.42,23,-4.352760736196319,63,326,24.0,0,-7.0,B2B_Invoices_DS1,0,LOW
3105.06,10,-4.163522012578617,67,318,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
534.6,23,-4.419354838709677,68,372,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
3252.0,1,42.17158671586716,500,542,24.0,0,41.0,B2B_Invoices_DS1,1,CRITICAL
14071.35,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
6004.31,10,4.284507042253521,269,355,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
1277.53,40,0.6209677419354839,46,124,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
699.22,15,-0.32979591836734695,420,1225,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
61194.08,15,0.8676470588235294,23,68,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
56778.85,15,0.43859649122807015,17,57,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
32043.03,10,1.6,4,5,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
28583.41,15,0.5161290322580645,102,124,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
67275.15,15,0.872093023255814,33,86,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
632.17,15,1.7009472259810554,473,739,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
21444.48,10,4.284507042253521,269,355,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
1829.91,7,-4.352760736196319,63,326,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
705.84,23,-4.352760736196319,63,326,24.0,0,-9.0,B2B_Invoices_DS1,0,LOW
13646.45,15,0.9772727272727273,500,1144,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
7672.5,10,5.1,9,10,24.0,0,6.0,B2B_Invoices_DS1,1,MEDIUM
40258.96,10,4.284507042253521,269,355,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
31500.7,15,0.5340909090909091,25,88,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
144621.83,15,6.575757575757576,15,33,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
26582.4,10,5.222222222222222,9,9,24.0,0,5.0,B2B_Invoices_DS1,1,LOW
16680.88,15,1.5974025974025974,60,154,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
37994.23,15,-2.3662456946039034,500,9581,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
158336.6,15,1.49009900990099,259,404,24.0,0,5.0,B2B_Invoices_DS1,1,LOW
67416.13,15,-3.452830188679245,14,53,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
14015.46,30,0.4,6,10,24.0,0,8.0,B2B_Invoices_DS1,1,MEDIUM
14196.19,10,-7.6923076923076925,0,13,24.0,0,-9.0,B2B_Invoices_DS1,0,LOW
41038.8,15,0.9772727272727273,500,1144,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
10287.16,15,0.7954545454545454,65,88,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
14900.96,15,5.126126126126126,109,111,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
12761.41,15,0.42168674698795183,10,83,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
20437.5,30,0.4,6,10,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
943.12,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
5760.61,15,1.4334975369458127,137,203,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
34600.7,15,0.9642857142857143,226,560,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
20179.41,15,-0.5316582914572864,224,995,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
22925.96,20,-6.369784172661871,74,695,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
25435.0,15,1.633879781420765,113,183,24.0,0,14.0,B2B_Invoices_DS1,1,MEDIUM
88868.46,15,1.7009472259810554,473,739,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
33816.3,10,4.284507042253521,269,355,24.0,0,5.0,B2B_Invoices_DS1,1,LOW
1695.68,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
13996.14,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
1107.17,15,0.8245614035087719,17,57,24.0,0,7.0,B2B_Invoices_DS1,1,MEDIUM
6856.27,15,0.9142857142857143,34,70,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
405.75,15,1.3306451612903225,500,1612,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
6620.1,10,4.5,10,10,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
100.0,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
90599.56,15,-0.32979591836734695,420,1225,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
13984.21,15,-0.32979591836734695,420,1225,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
50637.18,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
65667.94,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
330.9,10,-4.352760736196319,63,326,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
27168.04,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
6764.4,20,1.465648854961832,90,131,24.0,0,-10.0,B2B_Invoices_DS1,0,LOW
1344.38,15,-0.32979591836734695,420,1225,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
1083.4,15,1.7009472259810554,473,739,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
46163.42,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
6854.68,15,2.739130434782609,23,23,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
566.01,15,1.0909090909090908,6,11,24.0,0,-1.0,B2B_Invoices_DS1,0,LOW
20402.08,15,1.49009900990099,259,404,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
5116.91,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
17457.22,15,0.9142857142857143,34,70,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
69219.34,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
41213.99,10,-2.103448275862069,5,29,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
1375.68,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
144489.17,15,1.9620253164556962,46,158,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
110.43,15,1.3306451612903225,500,1612,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
100.0,15,1.3306451612903225,500,1612,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
24988.99,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
4303.55,15,0.5384615384615384,9,26,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
592.14,15,1.49009900990099,259,404,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
16336.1,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
13922.49,15,-6.369784172661871,74,695,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
16964.44,15,-3.3214285714285716,28,56,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
74013.11,15,-4.989510489510489,57,286,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
15821.8,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
20424.59,15,0.5161290322580645,102,124,24.0,0,3.0,B2B_Invoices_DS1,1,LOW
7119.64,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
35872.71,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
108809.56,15,0.8676470588235294,23,68,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
892.04,30,0.0,0,1,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
72363.75,10,6.204225352112676,278,284,24.0,0,4.0,B2B_Invoices_DS1,1,LOW
294.0,15,1.3306451612903225,500,1612,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
103632.56,15,1.7009472259810554,473,739,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
64456.44,15,-2.3662456946039034,500,9581,24.0,0,-3.0,B2B_Invoices_DS1,0,LOW
14315.6,15,2.319623971797885,500,851,24.0,0,-2.0,B2B_Invoices_DS1,0,LOW
30185.62,15,1.5029239766081872,142,171,24.0,0,5.0,B2B_Invoices_DS1,1,LOW
7456.16,15,1.5029239766081872,142,171,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
2686.99,10,9.598152424942263,433,433,24.0,0,9.0,B2B_Invoices_DS1,1,MEDIUM
50186.34,15,0.904,46,125,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
25936.78,7,-4.476439790575916,36,191,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
60461.11,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
2764.77,15,1.8759124087591241,113,137,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
256.91,15,-2.3662456946039034,500,9581,24.0,0,-4.0,B2B_Invoices_DS1,0,LOW
3077.38,15,0.5423076923076923,33,260,24.0,0,0.0,B2B_Invoices_DS1,0,LOW
49758.71,34,-6.369784172661871,74,695,24.0,0,-15.0,B2B_Invoices_DS1,0,LOW
12157.36,15,-2.3662456946039034,500,9581,24.0,0,-5.0,B2B_Invoices_DS1,0,LOW
3735.17,15,0.5384615384615384,9,26,24.0,0,2.0,B2B_Invoices_DS1,1,LOW
122330.58,15,1.5,25,26,24.0,0,1.0,B2B_Invoices_DS1,1,LOW
